2017-01-13_10-15-21-96,T,17.62666666666666:18.135999999999992,58.45866666666666:58.81599999999999,61.97066666666666:62.57599999999999,67.58666666666667:67.792,71.45066666666666:73.24,79.77066666666667:80.96,87.43466666666667:88.42399999999999,95.51466666666667:97.176,112.17866666666667:114.096,127.30666666666667:127.67999999999999,147.76266666666666:149.19199999999998,156.85866666666666:157.896,172.87466666666666:173.856,182.17866666666666:182.59199999999998,191.18666666666667:192.03199999999998,203.54666666666665:204.488,210.60266666666666:211.488,215.91466666666665:216.416,227.66666666666666:229.256,241.67466666666667:242.456,262.8906666666667:263.104,263.9546666666667:264.336,268.9626666666667:269.08799999999997,285.0506666666667:285.776,291.99466666666666:292.152,303.8106666666667:304.704,316.9466666666667:319.768,325.5866666666667:325.832,331.77066666666667:331.864,348.9546666666667:349.456,357.79466666666667:357.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-24_13-30-57-338,T,6.673166666666669:6.96916666666664,13.425166666666668:16.385166666666642,54.049166666666665:54.42516666666664,63.009166666666665:63.47316666666664,72.03316666666667:72.66516666666665,77.52916666666667:78.05716666666665,84.28116666666668:84.88916666666665,85.82516666666668:86.24116666666664,89.54516666666667:89.95316666666665,96.57716666666667:97.32116666666664,105.72116666666668:106.06516666666664,106.78516666666667:107.60916666666665,128.37716666666665:128.64116666666663,148.32916666666665:148.99316666666664,161.88916666666665:163.97716666666665,177.30516666666665:178.06516666666664,188.98516666666666:192.68116666666663,194.92116666666666:195.43316666666664,201.72116666666668:202.21716666666663,212.20116666666667:212.73716666666664,222.53716666666665:223.20916666666665,244.66516666666666:245.15316666666664,268.6331666666667:268.72116666666665,274.1691666666667:275.62516666666664,289.3931666666667:289.8731666666667,314.3371666666667:315.18516666666665,315.72116666666665:316.57716666666664,333.29716666666667:333.66516666666666,342.4891666666667:343.8011666666667,344.11316666666664:346.24916666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01_14-20-40-167,B,8.152166666666664:8.801666666666657,44.552166666666665:45.48966666666666,50.31216666666666:51.81766666666665,54.63216666666666:54.72966666666665,59.16016666666666:59.92166666666665,64.65616666666666:66.44966666666666,73.03216666666667:75.00966666666666,85.43216666666667:87.33766666666666,90.42416666666666:91.16966666666666,100.05616666666667:100.08166666666666,101.83216666666667:103.14566666666667,105.56016666666667:106.17766666666667,107.04816666666667:107.66566666666667,114.17616666666667:114.76166666666667,120.71216666666668:121.51366666666667,158.73616666666666:160.18566666666666,166.32816666666665:167.16966666666664,169.07216666666665:170.14566666666664,174.78416666666666:176.25766666666664,183.11216666666667:184.62566666666666,201.98416666666665:204.50566666666666,228.01616666666666:229.88166666666666,239.60816666666665:241.10566666666665,256.8801666666667:257.57766666666663,280.8241666666667:283.17766666666665,299.2161666666667:300.96166666666664,313.1681666666667:313.67366666666663,322.1521666666667:323.49766666666665,343.50416666666666:344.00966666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16_15-02-44-269,T,16.258666666666663:17.057333333333315,27.81866666666666:28.689333333333316,47.01866666666666:47.80933333333331,52.55466666666666:54.577333333333314,83.25866666666667:84.96133333333331,96.12266666666667:96.65733333333331,108.38666666666667:109.02533333333332,112.97066666666667:113.36933333333332,130.89066666666665:131.62533333333332,134.77066666666664:136.3613333333333,141.52266666666665:142.6093333333333,147.16266666666667:147.41733333333332,156.69066666666666:158.2973333333333,173.21866666666665:173.4813333333333,184.83466666666666:185.5133333333333,203.17066666666665:204.3533333333333,241.65066666666667:241.7613333333333,242.66666666666666:243.6173333333333,244.75466666666665:245.3533333333333,247.06666666666666:247.0733333333333,258.0586666666667:259.2013333333333,276.5706666666667:277.24133333333333,279.3066666666667:279.7453333333333,280.3706666666667:281.0253333333333,290.5706666666667:290.6173333333333,295.7386666666667:296.1293333333333,301.3306666666667:303.3773333333333,316.9466666666667:318.5533333333333,329.4506666666667:329.6653333333333,332.4186666666667:332.6573333333333,334.4746666666667:335.1853333333333,338.6106666666667:338.6493333333333,340.6186666666667:341.0093333333333,351.69866666666667:352.70533333333333,360.7546666666667:360.7613333333333,361.1466666666667:361.3053333333333,366.8986666666667:367.0813333333333,383.6426666666667:383.6573333333333,384.28266666666667:384.80133333333333,385.6586666666667:387.0653333333333,393.6666666666667:396.36133333333333,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31_14-50-50-13,B,10.193333333333312:10.78516666666664,25.401333333333316:25.409166666666643,28.953333333333315:29.32916666666664,36.72933333333331:37.41716666666664,44.16933333333331:44.48116666666664,57.86533333333331:58.22516666666664,72.84133333333332:73.36916666666664,92.10533333333332:92.60916666666665,95.41733333333332:96.05716666666665,103.55333333333331:104.04916666666665,108.06533333333331:108.92116666666665,113.56933333333332:115.12116666666665,120.49733333333332:121.41716666666665,129.3373333333333:130.23316666666662,136.4813333333333:136.81716666666662,155.8733333333333:157.02516666666662,173.64933333333332:174.32116666666664,179.4493333333333:180.24116666666663,192.92933333333332:193.60916666666662,210.8893333333333:211.83316666666664,236.3133333333333:237.08916666666664,260.0253333333333:260.7771666666667,277.1133333333333:277.59316666666666,278.2733333333333:278.72116666666665,288.0573333333333:288.50516666666664,289.36133333333333:290.47316666666666,296.1853333333333:296.6091666666667,316.1213333333333:317.00916666666666,335.24133333333333:335.78516666666667,349.6333333333333:350.10516666666666,358.2093333333333:358.76916666666665,364.1693333333333:364.7291666666667,397.77733333333333:398.1691666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15_18-15-13-468,T,2.1769999999999965:2.6519999999999824,48.464999999999996:49.24399999999998,52.888999999999996:53.88399999999998,60.04899999999999:60.61999999999998,65.849:67.15599999999999,73.241:75.91599999999998,82.449:83.28399999999999,90.60900000000001:91.43599999999999,97.153:97.37199999999999,110.35300000000001:111.30799999999999,125.73700000000001:126.228,139.545:140.00399999999996,148.825:150.468,161.35299999999998:162.12399999999997,172.185:172.86799999999997,180.953:181.08399999999997,187.161:187.652,194.47299999999998:194.54799999999997,208.761:209.98,217.177:217.59599999999998,236.16899999999998:236.52399999999997,241.84099999999998:241.98,257.345:257.94,269.87300000000005:270.212,281.017:281.26800000000003,304.09700000000004:304.612,323.38500000000005:323.74,333.02500000000003:333.252,337.937:338.332,344.44100000000003:344.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23_14-36-37-921,B,11.419666666666638:16.49783333333333,45.51566666666664:49.87383333333333,84.11566666666664:84.78583333333333,88.50766666666665:88.58583333333334,89.38766666666665:90.32183333333333,98.05166666666665:98.22583333333334,99.05166666666665:99.80983333333333,117.70766666666664:118.25783333333334,123.41166666666665:123.51383333333334,124.34766666666664:124.60983333333334,136.21166666666664:136.96183333333332,146.44366666666664:146.5378333333333,147.51566666666662:147.85783333333333,182.26766666666663:182.3058333333333,197.74766666666665:198.36983333333333,199.90766666666664:200.72183333333334,203.97966666666665:204.88183333333333,206.23566666666665:206.68983333333333,212.13166666666663:213.6098333333333,235.10766666666663:235.22583333333333,236.18766666666664:236.55383333333333,257.55566666666664:257.85783333333336,258.33166666666665:258.3378333333334,274.62766666666664:275.74583333333334,303.25166666666667:303.32183333333336,304.4916666666667:304.68983333333335,306.1476666666667:306.22583333333336,307.25166666666667:307.7058333333334,315.4356666666667:316.85783333333336,321.86766666666665:322.05783333333335,337.9556666666667:339.09783333333337,344.66766666666666:345.39383333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16_14-12-40-292,B,2.8093333333333126:3.9558333333333384,16.449333333333314:16.45183333333334,52.35333333333331:52.36383333333334,53.217333333333315:53.307833333333335,66.02533333333332:67.41983333333334,71.71333333333332:73.21983333333334,75.55333333333331:76.07583333333335,81.76133333333333:82.53983333333335,87.96133333333331:89.77183333333335,99.41733333333332:99.55583333333334,106.42533333333331:106.46783333333335,108.07333333333332:108.96383333333334,114.88133333333332:115.55583333333334,116.59333333333332:117.69183333333335,159.97733333333332:160.65183333333334,165.62533333333332:166.92383333333333,202.4733333333333:204.45183333333333,221.36933333333332:222.46783333333335,226.08933333333331:226.64383333333333,255.08933333333331:255.55583333333334,255.9373333333333:256.39583333333337,276.3693333333333:277.0998333333334,285.0253333333333:285.5638333333334,299.5373333333333:300.0998333333334,312.5853333333333:312.60383333333334,337.8653333333333:338.4678333333334,341.0173333333333:341.65183333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25_14-27-37-757,B,0.27366666666665673:1.6331666666666687,4.841666666666656:5.089166666666669,12.585666666666656:23.08116666666667,77.46566666666666:79.22516666666668,86.61766666666666:87.46516666666668,92.22566666666667:94.35316666666668,97.88966666666667:98.82516666666668,104.73766666666667:106.17716666666668,117.40166666666667:118.70516666666667,124.48966666666666:125.84116666666668,146.90566666666666:148.50516666666667,159.00166666666664:160.39316666666667,168.21766666666664:169.80916666666667,209.38566666666665:210.56916666666666,222.92166666666665:223.94516666666667,237.00166666666667:238.11316666666667,275.5296666666666:276.60116666666664,280.8496666666667:282.88916666666665,283.69766666666663:284.91316666666665,297.4576666666666:298.06516666666664,308.8016666666667:309.6571666666667,329.18566666666663:330.3931666666667,335.86566666666664:335.9771666666667,343.06566666666663:344.32916666666665,376.52166666666665:377.62516666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-24_13-14-08-252,T,34.38566666666666:34.58533333333331,34.72966666666665:35.80933333333331,39.30566666666665:39.97733333333331,43.28166666666665:43.71333333333331,50.145666666666656:51.54533333333331,70.64166666666667:71.56133333333332,80.14566666666666:80.82533333333332,83.55366666666666:84.26533333333332,88.38566666666667:89.43333333333332,103.20166666666667:103.92933333333332,108.05766666666666:108.28933333333332,110.91366666666666:111.44133333333332,119.69766666666666:120.27333333333333,125.86566666666667:126.78533333333333,133.25766666666664:137.9133333333333,152.32966666666664:152.5773333333333,167.21766666666664:167.4493333333333,177.88966666666664:179.83333333333331,182.11366666666666:182.3773333333333,190.82566666666665:192.6813333333333,199.37766666666664:200.69733333333332,206.97766666666666:207.7533333333333,212.91366666666664:217.48933333333332,219.90566666666666:220.69733333333332,224.25766666666667:226.51333333333332,267.9936666666666:269.1773333333333,287.7536666666667:287.9693333333333,291.62566666666663:292.6813333333333,311.3136666666667:311.5213333333333,317.56166666666667:319.3213333333333,322.40166666666664:324.72933333333333,340.00166666666667:340.4173333333333,351.00966666666665:351.5773333333333,354.60966666666667:358.6093333333333,362.51366666666667:365.2253333333333,366.0176666666666:366.38533333333334,366.91366666666664:367.0093333333333,373.02566666666667:373.4653333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-03_14-17-10-481,B,2.5384999999999893:2.800666666666652,19.890499999999992:20.032666666666653,20.986499999999992:22.896666666666654,27.17049999999999:27.280666666666654,27.81849999999999:28.984666666666655,32.666499999999985:32.79266666666665,39.06649999999999:39.10466666666665,52.12249999999999:53.68866666666665,68.2505:68.56066666666666,71.7145:72.97666666666666,82.8505:83.04866666666666,84.3145:85.54466666666666,90.60249999999999:91.79266666666666,96.1385:96.34466666666665,109.96249999999999:110.14466666666667,114.0745:115.28066666666666,118.47449999999999:119.64866666666666,127.11449999999999:127.17666666666666,131.3705:132.66466666666665,144.4825:146.00866666666664,160.2025:160.68866666666665,168.4905:169.44866666666664,171.1385:171.16066666666666,180.0425:180.07266666666663,209.4665:209.51266666666666,218.68249999999998:219.05666666666664,223.92249999999999:224.88066666666666,231.2825:231.28866666666664,232.6985:233.36066666666665,264.45849999999996:266.3446666666667,271.43449999999996:273.9766666666667,274.5625:274.5686666666667,288.2905:288.4326666666667,303.30649999999997:303.6566666666667,327.4265:327.5126666666667,345.1705:345.8806666666667,348.3785:348.7126666666667,351.6825:351.8086666666667,353.1065:353.2406666666667,361.2265:361.30466666666666,363.77049999999997:363.8246666666667,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10_11-15-58-679,T,1.5039999999999916:1.7159999999999822,4.191999999999991:4.763999999999982,16.951999999999995:17.787999999999982,59.03199999999999:60.05199999999998,63.407999999999994:64.17199999999998,71.216:72.1,76.992:77.89199999999998,86.776:87.892,91.352:91.66799999999999,92.112:92.83599999999998,105.16799999999999:105.82,118.72:120.03599999999999,126.824:126.868,140.32799999999997:141.17199999999997,158.93599999999998:159.14799999999997,160.51999999999998:160.70799999999997,162.11999999999998:163.98,176.26399999999998:176.31599999999997,181.55999999999997:182.29199999999997,194.064:197.03599999999997,200.61599999999999:201.94799999999998,211.32799999999997:211.57199999999997,213.768:214.40399999999997,225.54399999999998:227.30799999999996,247.09599999999998:248.212,257.608:258.956,278.32:279.132,302.736:304.356,313.2:314.092,326.056:327.012,327.64799999999997:327.98,332.264:334.356,346.424:347.028,352.20799999999997:352.31600000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31_14-11-22-778,B,0.9799999999999823:1.45183333333331,4.883999999999983:5.267833333333311,6.675999999999982:8.94783333333331,60.091999999999985:61.051833333333306,71.37199999999999:72.37983333333332,76.49999999999999:77.77983333333331,85.29199999999999:86.57183333333332,94.74:95.13983333333331,100.57999999999998:101.44383333333332,102.356:103.06783333333331,108.484:109.55583333333331,121.64399999999999:122.08383333333332,129.164:130.1478333333333,135.33199999999997:136.4838333333333,146.37999999999997:147.7798333333333,157.40399999999997:157.6198333333333,163.96399999999997:164.0278333333333,169.14799999999997:170.5318333333333,182.49999999999997:183.7398333333333,195.628:196.44383333333332,200.56399999999996:200.9478333333333,206.17999999999998:207.8518333333333,211.45199999999997:212.3398333333333,220.55599999999998:221.5958333333333,251.54:252.21183333333332,257.164:258.6118333333333,261.82:262.5878333333333,265.212:265.7878333333333,271.78000000000003:273.4518333333333,287.1:287.5958333333333,291.996:292.3798333333333,299.148:300.5318333333333,304.164:304.9398333333333,313.028:313.7638333333333,321.82:323.0278333333333,340.796:341.9798333333333,349.42:349.6598333333333,356.788:357.3798333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27_14-36-04-870,B,4.072166666666664:5.075666666666667,6.880166666666664:9.563666666666666,10.968166666666663:11.179666666666666,52.272166666666664:53.11566666666666,56.336166666666664:57.06766666666667,57.85616666666666:58.123666666666665,58.73616666666666:58.827666666666666,65.37616666666668:65.80366666666667,69.64816666666667:70.67566666666667,82.49616666666667:83.13166666666667,89.87216666666667:91.01166666666667,103.22416666666668:103.50766666666668,106.36816666666667:106.70766666666667,110.24816666666668:110.95566666666667,115.66416666666667:115.90766666666667,117.10416666666667:117.64366666666668,123.81616666666667:123.85166666666667,131.96016666666665:132.14766666666665,152.16016666666667:152.55566666666667,165.63216666666665:166.41166666666666,174.33616666666666:174.89966666666666,194.48016666666666:195.41966666666667,202.83216666666667:204.41966666666667,212.79216666666665:213.64366666666666,239.84816666666666:240.83566666666667,260.94416666666666:262.81166666666667,264.7361666666667:264.7556666666667,278.3601666666667:279.2436666666667,292.1201666666667:294.3636666666667,301.8881666666667:302.47566666666665,316.50416666666666:317.11566666666664,320.96816666666666:321.05966666666666,321.20816666666667:322.47566666666665,324.3521666666667:325.5876666666667,325.7121666666667:326.08366666666666,333.6801666666667:334.0036666666667,334.7521666666667:336.52366666666666,341.01616666666666:341.05966666666666,350.0001666666667:350.62766666666664,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15_11-16-56-369,T,2.7556666666666665:3.2658333333333007,5.571666666666667:6.7138333333333,7.355666666666666:7.505833333333301,7.931666666666667:8.057833333333301,9.251666666666667:9.4818333333333,17.531666666666666:18.113833333333304,20.21166666666667:20.897833333333303,23.66766666666667:29.153833333333303,59.89966666666667:60.3858333333333,74.46766666666667:76.3218333333333,79.41966666666667:80.4978333333333,90.77166666666668:91.22583333333331,101.65966666666667:103.28183333333331,111.93166666666667:112.58583333333331,122.65966666666668:123.84183333333331,134.83566666666667:134.9538333333333,139.93966666666665:140.6258333333333,141.44366666666667:142.3618333333333,166.69966666666667:167.3458333333333,193.25166666666667:196.6018333333333,205.72366666666667:206.2898333333333,209.75566666666666:214.60983333333328,226.14766666666665:227.3218333333333,240.60366666666667:241.1058333333333,253.81166666666667:254.9538333333333,265.13166666666666:266.0898333333333,277.81166666666667:278.4178333333333,293.6836666666667:295.2818333333333,309.96366666666665:313.3218333333333,338.9716666666667:339.2018333333333,342.57966666666664:342.7298333333333,351.39566666666667:351.8978333333333,359.08366666666666:360.6978333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15_11-24-43-478,T,2.842666666666662:3.5066666666666615,11.530666666666662:12.34666666666666,29.874666666666663:31.954666666666665,42.57866666666666:44.10666666666666,44.70666666666666:45.834666666666664,60.45066666666666:61.24266666666666,70.34666666666666:70.73866666666667,74.93866666666666:75.71466666666667,80.59466666666667:81.73066666666666,88.50666666666667:89.41066666666667,95.38666666666667:96.69066666666667,102.93866666666666:103.05066666666667,109.05066666666667:110.49066666666667,120.33066666666667:121.03466666666667,150.39466666666667:151.41066666666666,158.82666666666665:160.06666666666666,166.17066666666665:167.23466666666667,197.18666666666667:198.57866666666666,211.29866666666666:212.43466666666666,218.97066666666666:220.19466666666665,252.06666666666666:253.62666666666667,278.8186666666667:280.5226666666667,286.65066666666667:288.23466666666667,294.5866666666667:294.6106666666667,307.1786666666667:307.2666666666667,311.8266666666667:313.57866666666666,320.8826666666667:321.9226666666667,329.4746666666667:329.9226666666667,339.6186666666667:341.8346666666667,348.8506666666667:350.1946666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-07_11-22-41-332,T,3.0346666666666615:3.8013333333333126,22.282666666666664:23.921333333333315,24.666666666666664:25.113333333333316,28.562666666666665:28.905333333333314,32.46666666666666:35.09733333333331,55.57066666666666:55.88133333333331,58.58666666666666:58.72133333333331,66.30666666666667:67.19333333333331,74.74666666666667:75.32933333333332,77.72266666666667:77.88933333333331,79.11466666666666:79.88133333333332,90.29066666666667:90.90533333333332,94.47466666666666:95.83333333333331,100.22666666666667:102.56933333333332,110.42666666666666:111.99333333333333,122.88266666666667:124.38533333333332,129.72266666666667:130.7533333333333,146.45866666666666:147.5053333333333,152.80266666666665:153.3373333333333,157.13066666666666:158.60133333333332,166.20266666666666:167.11333333333332,173.95466666666667:174.5533333333333,179.13066666666666:180.1533333333333,182.77866666666665:184.3533333333333,188.46666666666667:188.8093333333333,192.89866666666666:194.4333333333333,198.54666666666665:199.8413333333333,203.86666666666665:204.4333333333333,208.41066666666666:208.4493333333333,215.12266666666665:215.4013333333333,218.45066666666665:219.1773333333333,223.47466666666665:224.0973333333333,225.60266666666666:225.7133333333333,227.20266666666666:227.3533333333333,228.86666666666665:229.4493333333333,247.06666666666666:247.6893333333333,249.56266666666664:249.90533333333332,258.0826666666667:259.5053333333333,261.1306666666667:261.4493333333333,272.11466666666666:272.2493333333333,273.9306666666667:274.0733333333333,274.6906666666667:274.72933333333333,284.0266666666667:284.3053333333333,284.9866666666667:285.2973333333333,290.99466666666666:291.4973333333333,294.9626666666667:296.4413333333333,302.04266666666666:302.28933333333333,305.6106666666667:306.5613333333333,315.3546666666667:315.9373333333333,317.21066666666667:317.72933333333333,327.0826666666667:327.2493333333333,338.8666666666667:339.3693333333333,355.06666666666666:355.5213333333333,,,,,,,,,,,,
2017-01-27_14-20-31-480,B,3.4576666666666567:3.6824999999999894,5.2256666666666565:5.37849999999999,10.089666666666657:10.210499999999989,20.95366666666666:21.314499999999992,47.097666666666655:47.16249999999999,48.21766666666665:48.41849999999999,49.505666666666656:49.52249999999999,57.993666666666655:58.23449999999999,60.04166666666666:60.33849999999999,83.55366666666666:83.6505,90.29766666666666:90.32249999999999,129.64166666666665:131.12249999999997,145.16166666666666:145.4665,147.14566666666664:147.25849999999997,150.68966666666665:153.1385,184.60166666666666:184.77849999999998,185.89766666666665:186.1385,189.31366666666665:190.77049999999997,211.60966666666664:213.2345,236.12166666666664:236.30649999999997,247.00166666666667:248.9945,258.7776666666667:260.1705,263.3136666666667:263.5625,266.32966666666664:266.62649999999996,270.97766666666666:271.0505,274.17766666666665:275.8505,286.48966666666666:286.69849999999997,287.4096666666667:287.7145,290.88166666666666:291.16249999999997,291.7056666666667:292.1065,293.56966666666665:293.6345,294.81766666666664:294.9545,304.1936666666667:304.25849999999997,304.54566666666665:304.6345,321.08166666666665:321.2665,333.28166666666664:333.5465,342.8256666666667:344.65049999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27_15-39-18-93,T,2.5466666666666615:3.170666666666633,5.210666666666661:7.506666666666634,10.498666666666661:10.834666666666633,14.53866666666666:15.594666666666633,25.906666666666663:27.322666666666635,30.338666666666665:30.850666666666633,55.99466666666666:56.490666666666634,60.74666666666666:61.60266666666663,72.67466666666667:73.48266666666665,83.45066666666666:83.99466666666665,91.49866666666667:92.23466666666664,103.99466666666667:105.39466666666664,114.50666666666667:115.21066666666664,119.95466666666667:120.37866666666665,129.68266666666665:129.93866666666662,136.13066666666666:137.17866666666663,140.72266666666667:142.55466666666663,164.78666666666666:164.87466666666663,172.85866666666666:175.07466666666662,201.79466666666664:203.85066666666663,209.11466666666666:209.97866666666664,225.28266666666667:226.01866666666663,235.11466666666666:236.06666666666663,243.14666666666665:243.85066666666663,267.7146666666667:268.6186666666666,270.1226666666667:270.14666666666665,283.8666666666667:284.73866666666663,285.6826666666667:286.12266666666665,288.1946666666667:289.0106666666666,299.8106666666667:300.46666666666664,307.0346666666667:307.66666666666663,310.1066666666667:310.69066666666663,311.1306666666667:312.0106666666666,318.2426666666667:318.81066666666663,319.6106666666667:319.9386666666666,331.0506666666667:331.65866666666665,339.7306666666667:340.07466666666664,352.9146666666667:353.0666666666666,358.6826666666667:359.0826666666666,360.3866666666667:361.43466666666666,362.6666666666667:364.1146666666666,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01_14-09-14-629,B,5.912166666666664:6.339000000000006,13.496166666666664:13.699000000000005,32.576166666666666:33.531000000000006,43.44016666666666:43.611000000000004,49.92016666666666:50.483000000000004,56.16016666666666:57.34700000000001,59.872166666666665:60.81100000000001,73.58416666666668:74.49900000000001,79.43216666666667:80.299,85.31216666666667:86.01100000000001,91.25616666666667:91.41100000000002,96.51216666666667:98.043,99.84016666666668:99.85900000000001,107.01616666666668:108.38700000000001,118.87216666666667:120.96300000000001,128.14416666666665:128.171,134.30416666666665:134.515,136.44816666666665:137.027,140.36816666666667:140.803,148.31216666666666:150.059,150.90416666666667:151.467,153.72016666666667:154.059,159.10416666666666:159.835,163.81616666666665:164.123,164.91216666666665:164.987,168.34416666666667:170.803,175.60816666666665:175.731,185.08816666666667:186.547,187.50416666666666:188.323,192.09616666666665:193.707,201.75216666666665:202.939,205.70416666666665:207.283,210.65616666666665:212.843,245.12016666666665:246.419,253.36816666666667:255.411,265.62416666666667:267.44300000000004,273.3201666666667:274.571,290.7121666666667:292.235,293.1521666666667:293.451,295.67216666666667:296.259,300.4481666666667:302.36300000000006,308.4881666666667:309.819,324.8801666666667:325.32300000000004,334.7361666666667:334.83500000000004,345.0801666666667:345.92300000000006,,,,,,,,,,,,,,,,,,,,
2016-06-09_19-03-42-701,T,3.6093333333333124:4.507749999999989,10.441333333333311:10.499749999999988,10.953333333333312:12.451749999999988,47.94533333333331:48.49174999999999,61.35333333333331:62.139749999999985,66.05733333333332:67.99575,71.38533333333332:72.29974999999999,85.42533333333331:86.01174999999999,87.23333333333332:87.35575,92.85733333333332:94.25175,101.53733333333332:102.57175,110.46533333333332:111.29974999999999,114.67333333333332:115.75574999999999,121.57733333333331:122.58775,124.52133333333332:124.61175,131.5373333333333:132.09175,134.0813333333333:135.00374999999997,145.2173333333333:145.53175,169.4333333333333:170.99575,177.46533333333332:177.46775,188.9373333333333:190.37974999999997,195.5613333333333:195.78775,197.2893333333333:198.77174999999997,217.1533333333333:217.77974999999998,221.5293333333333:221.88375,229.44133333333332:230.43574999999998,230.6173333333333:232.98774999999998,240.3853333333333:242.53175,247.02533333333332:249.13975,253.4093333333333:254.57975,268.5293333333333:268.70775000000003,279.4013333333333:279.94775,282.21733333333333:283.27575,290.6813333333333:290.69975,313.5053333333333:314.53175,315.9853333333333:316.00375,319.8093333333333:321.10775,325.6413333333333:325.96375,337.2333333333333:337.74775,341.2733333333333:341.37175,350.3293333333333:350.89175,357.0253333333333:357.45975000000004,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26_14-16-48-797,T,45.266333333333314:45.384666666666654,55.10633333333332:55.77666666666665,59.91433333333332:60.92066666666665,66.45033333333332:67.15266666666666,71.99433333333333:73.32066666666665,81.56233333333333:82.95266666666666,89.96233333333332:90.88866666666667,97.02633333333333:99.36866666666666,109.85833333333332:111.37666666666667,127.45833333333333:128.96866666666665,148.2663333333333:150.12066666666664,162.3543333333333:162.84066666666664,178.27433333333332:179.73666666666665,199.57833333333332:201.43266666666665,220.0743333333333:221.28866666666664,248.8023333333333:249.88066666666666,280.41833333333335:281.55266666666665,286.6983333333333:289.72066666666666,310.97833333333335:312.5846666666667,334.40233333333333:334.8006666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30_14-09-32-917,T,2.747333333333322:2.977833333333329,14.939333333333321:32.20983333333333,44.31533333333332:44.48183333333333,47.92333333333332:49.40183333333333,55.80333333333332:56.50583333333333,60.027333333333324:61.817833333333326,64.01933333333332:64.23383333333334,70.63533333333334:71.19383333333333,76.46733333333333:77.72983333333333,87.31533333333333:88.39383333333333,105.46733333333333:107.88983333333334,133.4913333333333:135.20183333333333,147.59533333333331:148.97783333333334,157.41133333333332:159.50583333333333,168.2913333333333:168.72983333333332,175.9633333333333:177.77783333333332,187.5473333333333:189.3058333333333,203.87533333333332:206.87383333333332,215.3153333333333:224.98583333333332,231.3073333333333:231.72983333333332,238.6353333333333:239.54583333333332,248.0353333333333:249.01783333333333,279.7233333333333:279.8258333333334,288.65933333333334:288.8018333333334,298.7473333333333:299.7778333333334,314.6433333333333:315.67383333333333,324.4033333333333:324.58583333333337,327.7873333333333:327.79383333333334,341.5953333333333:341.83383333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26_14-26-15-622,B,15.00316666666665:15.704833333333324,49.563166666666646:50.552833333333325,55.19516666666665:55.88083333333332,59.667166666666645:60.552833333333325,63.42716666666665:65.86483333333334,71.68316666666665:72.70483333333333,77.61116666666666:78.30483333333333,84.33116666666666:85.14483333333332,126.69116666666666:127.51283333333333,139.49116666666663:139.88083333333333,148.95516666666666:149.7528333333333,159.29116666666664:160.4728333333333,168.27516666666665:168.92883333333333,185.21116666666666:186.12883333333332,203.10716666666664:204.27283333333332,234.06716666666665:234.73683333333332,246.61916666666664:247.29683333333332,254.89116666666663:255.64083333333332,265.6671666666667:266.9448333333333,294.6431666666667:295.5688333333333,314.3871666666667:315.2968333333333,324.3711666666667:324.8888333333333,336.05916666666667:336.5768333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
